BookRestaurant,GetWeather,PlayMusic	BookRestaurant,GetWeather,PlayMusic
O	O	
B-artist	B-year	
I-artist	B-music_item	
I-artist	I-music_item	
O	O	
B-artist	B-service	
O	O	
O	O	
O	O	
B-object_type	B-object_select	
B-object_type	B-object_type	
O	O	
O	O	
B-object_type	B-rating_value	
B-rating_value	O	


AddToPlaylist,RateBook,SearchCreativeWork	AddToPlaylist,RateBook,SearchCreativeWork
O	O	
B-artist	B-entity_name	
I-artist	I-entity_name	
O	I-entity_name	
B-playlist_owner	I-entity_name	
B-playlist	I-entity_name	
O	O	
O	O	
B-playlist	B-playlist	
I-playlist	I-playlist	
O	O	
O	O	
O	O	
O	B-object_name	
B-object_name	I-object_name	
I-object_name	I-object_name	
I-object_name	I-object_name	
I-object_name	I-object_name	
I-object_name	I-object_name	
B-rating_value	B-rating_value	
O	O	
B-best_rating	B-best_rating	
O	O	
O	O	
O	O	
O	B-object_name	
B-object_type	I-object_name	
B-object_type	B-object_type	


AddToPlaylist,RateBook,SearchCreativeWork,SearchScreeningEvent	AddToPlaylist,RateBook,SearchScreeningEvent
O	O	
O	O	
O	O	
O	O	
B-music_item	B-artist	
B-music_item	I-artist	
O	O	
B-playlist	B-playlist	
I-playlist	I-playlist	
I-playlist	I-playlist	
O	O	
O	O	
B-object_select	B-object_select	
B-object_type	B-object_type	
O	O	
B-rating_value	B-rating_value	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-spatial_relation	
I-object_type	B-object_location_type	
O	O	
O	B-movie_name	
B-object_type	I-movie_name	
O	I-movie_name	
B-object_name	I-movie_name	
I-object_name	I-movie_name	


AddToPlaylist,GetWeather	AddToPlaylist,GetWeather,SearchScreeningEvent
O	O	
B-artist	B-entity_name	
O	O	
B-playlist	B-playlist	
I-playlist	I-playlist	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-city	B-timeRange	
I-city	I-timeRange	
I-city	I-timeRange	
O	O	
B-city	B-state	
O	O	
O	O	
O	O	
O	O	
O	B-movie_name	
B-object_type	I-movie_name	
O	I-movie_name	
B-timeRange	B-location_name	
I-timeRange	I-location_name	


AddToPlaylist,PlayMusic,SearchCreativeWork	AddToPlaylist,PlayMusic,SearchCreativeWork
O	O	
O	O	
B-music_item	B-music_item	
O	B-artist	
O	I-artist	
O	I-artist	
O	O	
O	B-playlist	
B-playlist	I-playlist	
O	O	
O	O	
B-artist	O	
I-artist	O	
I-artist	B-artist	
I-artist	I-artist	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-object_type	
I-object_type	I-object_type	
O	B-object_name	
O	I-object_name	
B-object_type	I-object_name	


BookRestaurant	BookRestaurant,SearchScreeningEvent
O	O	
O	O	
B-restaurant_type	B-sort	
O	I-sort	
B-restaurant_type	O	
O	O	
O	B-state	
O	B-timeRange	
B-city	I-timeRange	
B-state	I-timeRange	
O	O	
O	O	
B-restaurant_type	B-restaurant_type	
O	O	
O	O	
O	O	
O	B-object_location_type	
O	I-object_location_type	
O	O	
O	O	
O	B-movie_name	
O	I-movie_name	
B-object_type	I-movie_name	
I-object_name	I-movie_name	
I-object_name	I-movie_name	
I-object_name	I-movie_name	


BookRestaurant,SearchCreativeWork	BookRestaurant,SearchCreativeWork
O	O	
O	O	
O	O	
O	O	
O	O	
O	B-restaurant_type	
B-restaurant_type	I-restaurant_type	
O	O	
O	O	
O	O	
O	O	
O	O	
B-restaurant_type	B-party_size_number	
O	O	
B-party_size_number	B-state	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_name	O	
I-object_name	B-object_type	
I-object_name	I-object_type	
I-object_name	O	
I-object_name	B-object_name	


PlayMusic,SearchCreativeWork,SearchScreeningEvent	PlayMusic,RateBook,SearchScreeningEvent
O	O	
O	O	
O	O	
B-artist	B-sort	
I-artist	B-music_item	
O	O	
B-artist	B-artist	
I-artist	I-artist	
O	O	
B-artist	B-service	
I-artist	I-service	
O	O	
O	O	
B-artist	B-rating_value	
I-artist	O	
O	O	
O	B-object_name	
B-object_type	I-object_name	
I-object_type	I-object_name	
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-object_type	
I-object_type	I-object_type	


PlayMusic,SearchCreativeWork	RateBook,SearchCreativeWork
O	O	
O	B-object_type	
O	B-object_name	
O	I-object_name	
O	I-object_name	
O	O	
O	O	
O	B-rating_value	
B-city	B-rating_unit	
O	O	
B-city	O	
I-city	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-artist	B-object_type	
I-artist	I-object_type	
O	B-object_name	
B-artist	I-object_name	
I-artist	I-object_name	
O	I-object_name	


AddToPlaylist,GetWeather	AddToPlaylist,GetWeather
O	O	
B-artist	B-music_item	
I-artist	B-artist	
I-artist	I-artist	
I-artist	I-artist	
O	O	
B-playlist	B-playlist_owner	
I-playlist	B-playlist	
I-playlist	I-playlist	
I-playlist	I-playlist	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-city	O	
B-city	B-current_location	
I-city	I-current_location	
O	O	
B-city	B-timeRange	
I-city	I-timeRange	


GetWeather,SearchScreeningEvent	GetWeather,SearchScreeningEvent
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-city	B-geographic_poi	
I-city	I-geographic_poi	
I-geographic_poi	I-geographic_poi	
I-geographic_poi	B-timeRange	
I-geographic_poi	I-timeRange	
I-geographic_poi	I-timeRange	
I-geographic_poi	I-timeRange	
I-geographic_poi	I-timeRange	
I-geographic_poi	I-timeRange	
I-geographic_poi	I-timeRange	
O	O	
O	O	
O	B-object_type	
B-object_type	I-object_type	
O	O	
B-object_type	B-location_name	
I-object_type	I-location_name	


GetWeather,RateBook	GetWeather,RateBook,SearchScreeningEvent
O	O	
O	O	
O	B-condition_description	
O	O	
B-city	B-city	
O	O	
O	O	
B-object_name	O	
I-object_name	B-object_select	
I-object_name	B-object_type	
B-rating_value	B-rating_value	
O	O	
B-best_rating	B-best_rating	
B-rating_unit	B-rating_unit	
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	O	
O	O	
B-object_type	B-movie_name	


BookRestaurant	BookRestaurant,SearchCreativeWork
O	O	
O	O	
O	O	
O	O	
O	O	
B-restaurant_type	B-party_size_number	
O	O	
O	O	
B-party_size_number	B-sort	
I-restaurant_name	B-restaurant_type	
O	B-timeRange	
B-restaurant_type	I-timeRange	
O	I-timeRange	
B-city	I-timeRange	
O	O	
B-city	B-city	
O	O	
O	O	
O	B-object_name	
B-object_type	I-object_name	
O	I-object_name	
O	I-object_name	


BookRestaurant,PlayMusic	BookRestaurant,SearchCreativeWork
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-restaurant_type	B-restaurant_type	
O	O	
B-party_size_number	B-city	
O	I-city	
B-city	B-state	
O	O	
O	O	
O	O	
O	B-object_name	
B-artist	I-object_name	
I-artist	I-object_name	
O	I-object_name	
B-artist	I-object_name	
I-artist	I-object_name	
I-artist	B-object_type	


AddToPlaylist,SearchScreeningEvent	AddToPlaylist,SearchScreeningEvent
O	O	
O	B-entity_name	
B-music_item	I-entity_name	
O	I-entity_name	
O	O	
B-playlist	B-playlist	
I-playlist	I-playlist	
I-playlist	I-playlist	
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	O	
I-object_type	O	
O	O	
B-movie_type	B-movie_type	
I-location_name	I-movie_type	
O	B-spatial_relation	
B-spatial_relation	I-spatial_relation	
I-spatial_relation	I-spatial_relation	


RateBook,SearchCreativeWork,SearchScreeningEvent	RateBook,SearchScreeningEvent
O	O	
O	B-object_name	
B-object_name	I-object_name	
I-object_name	I-object_name	
I-object_name	I-object_name	
I-object_name	O	
I-object_name	B-rating_value	
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-object_type	
I-object_type	O	
B-object_name	B-movie_name	
I-object_name	I-movie_name	
I-object_name	I-movie_name	
I-object_name	I-movie_name	
I-object_name	O	
I-object_name	B-object_location_type	
I-object_name	B-spatial_relation	


GetWeather,PlayMusic,RateBook	GetWeather,PlayMusic,RateBook
O	O	
O	O	
O	O	
B-condition_temperature	B-condition_description	
O	O	
B-city	B-geographic_poi	
I-city	I-geographic_poi	
I-city	I-geographic_poi	
O	O	
O	O	
O	O	
B-artist	B-music_item	
I-artist	O	
O	O	
B-artist	B-year	
O	O	
O	O	
B-object_select	B-object_select	
B-object_type	B-object_type	
O	O	
B-best_rating	B-rating_value	


BookRestaurant,GetWeather,SearchCreativeWork	GetWeather,SearchCreativeWork
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-restaurant_type	B-country	
I-party_size_description	I-country	
I-party_size_description	I-country	
I-party_size_description	I-country	
I-party_size_description	O	
I-party_size_description	B-timeRange	
I-party_size_description	I-timeRange	
I-party_size_description	I-timeRange	
I-party_size_description	O	
O	O	
O	O	
O	B-object_name	
B-object_type	I-object_name	
I-object_type	I-object_name	


GetWeather,RateBook	GetWeather,RateBook
O	O	
O	O	
O	O	
O	B-condition_description	
O	O	
O	O	
B-city	B-spatial_relation	
B-timeRange	O	
I-timeRange	B-state	
O	O	
O	O	
O	O	
O	O	
B-object_select	B-object_select	
B-object_type	B-object_type	
B-rating_value	B-rating_value	
O	O	
O	O	
B-best_rating	B-best_rating	
B-rating_unit	B-rating_unit	


PlayMusic,SearchCreativeWork	PlayMusic,SearchCreativeWork
O	O	
O	O	
B-artist	B-music_item	
I-artist	B-track	
O	I-track	
O	I-track	
B-artist	O	
I-artist	O	
O	O	
O	B-artist	
O	I-artist	
O	O	
O	O	
O	O	
B-object_type	B-object_type	
I-object_type	O	
B-object_type	B-object_name	
I-object_type	I-object_name	
B-object_name	I-object_name	
I-object_name	I-object_name	


PlayMusic,RateBook,SearchCreativeWork,SearchScreeningEvent	PlayMusic,RateBook,SearchCreativeWork
O	O	
O	O	
B-artist	B-music_item	
I-artist	B-album	
I-artist	I-album	
O	O	
O	O	
O	O	
B-object_select	B-object_name	
B-object_type	I-object_name	
B-rating_value	O	
O	O	
B-best_rating	B-rating_value	
O	O	
O	O	
O	O	
B-object_type	B-object_name	
I-object_type	I-object_name	
B-object_type	I-object_name	


RateBook,SearchCreativeWork	RateBook,SearchScreeningEvent
O	O	
B-object_select	B-object_select	
B-object_type	B-object_type	
O	O	
B-rating_value	B-rating_value	
O	O	
O	O	
B-best_rating	B-best_rating	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	B-movie_name	
B-object_name	I-movie_name	
I-object_name	I-movie_name	
I-object_name	I-movie_name	


GetWeather,SearchCreativeWork,SearchScreeningEvent	GetWeather,SearchCreativeWork
O	O	
O	O	
O	O	
B-object_type	B-condition_temperature	
O	O	
O	O	
B-city	B-country	
I-city	I-country	
B-country	I-country	
O	O	
O	O	
O	O	
B-object_type	B-object_type	
I-object_type	O	
B-object_type	B-object_name	
O	I-object_name	
B-location_name	I-object_name	


RateBook,SearchCreativeWork	RateBook,SearchCreativeWork
O	O	
O	O	
B-object_name	B-object_name	
I-object_name	I-object_name	
I-object_name	I-object_name	
I-object_name	O	
I-object_name	B-rating_value	
B-rating_unit	B-rating_unit	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-object_type	
I-object_type	I-object_type	
O	O	
B-object_type	B-object_name	
I-object_type	I-object_name	


SearchCreativeWork,SearchScreeningEvent	SearchCreativeWork,SearchScreeningEvent
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	O	
I-object_type	B-object_name	
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-object_type	
I-object_type	I-object_type	
O	O	
B-location_name	B-location_name	
I-location_name	I-location_name	


PlayMusic,SearchCreativeWork,SearchScreeningEvent	PlayMusic,SearchScreeningEvent
O	O	
O	O	
O	O	
O	O	
O	B-artist	
O	I-artist	
O	O	
B-artist	B-sort	
I-artist	I-sort	
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	O	
O	O	
B-object_type	B-movie_name	


BookRestaurant,SearchCreativeWork	BookRestaurant,SearchCreativeWork
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-restaurant_type	B-sort	
I-restaurant_name	B-restaurant_type	
O	O	
O	O	
O	O	
B-object_type	B-object_type	
I-object_type	I-object_type	
B-object_name	O	
I-object_name	B-object_name	


PlayMusic,RateBook	PlayMusic,RateBook
O	O	
O	B-album	
B-artist	I-album	
I-artist	I-album	
I-artist	I-album	
O	O	
B-artist	B-artist	
I-artist	I-artist	
O	O	
O	O	
O	O	
B-object_select	B-rating_value	
B-object_type	B-rating_unit	
O	O	
B-object_select	B-object_select	
B-object_type	B-object_type	


BookRestaurant,GetWeather	BookRestaurant,GetWeather
O	B-restaurant_type	
O	I-restaurant_type	
O	O	
B-city	B-country	
O	O	
B-state	B-party_size_number	
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-state	
O	O	
O	O	
B-movie_name	B-city	
I-movie_name	I-city	


PlayMusic,SearchCreativeWork	PlayMusic,SearchCreativeWork
O	O	
O	B-artist	
O	O	
O	O	
O	O	
B-artist	B-year	
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-object_type	
I-object_type	I-object_type	
B-object_type	B-object_name	
I-object_name	I-object_name	
I-object_name	I-object_name	


AddToPlaylist	AddToPlaylist,PlayMusic
O	O	
O	B-entity_name	
B-music_item	I-entity_name	
O	O	
B-playlist	B-playlist	
I-playlist	I-playlist	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-music_item	
O	O	
O	O	
B-object_name	B-year	


GetWeather,SearchCreativeWork	GetWeather,SearchCreativeWork
O	O	
O	O	
O	O	
O	O	
B-condition_temperature	B-condition_description	
O	O	
B-city	B-city	
I-city	I-city	
I-city	B-state	
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-object_name	
I-object_type	B-object_type	


GetWeather,SearchCreativeWork	GetWeather,SearchCreativeWork
O	O	
O	O	
O	O	
O	O	
B-city	B-condition_description	
O	O	
B-city	B-city	
I-city	I-city	
O	B-country	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-object_name	
I-object_type	B-object_type	


BookRestaurant	BookRestaurant
O	O	
O	O	
O	O	
O	O	
B-restaurant_type	B-party_size_description	
I-party_size_description	I-party_size_description	
I-party_size_description	I-party_size_description	
I-party_size_description	I-party_size_description	
O	O	
O	B-restaurant_name	
B-party_size_number	I-restaurant_name	
I-timeRange	I-restaurant_name	
I-timeRange	O	
I-timeRange	B-country	
I-timeRange	I-country	


AddToPlaylist,GetWeather	AddToPlaylist,GetWeather
O	O	
B-music_item	B-music_item	
O	O	
B-playlist	B-playlist	
I-playlist	I-playlist	
O	O	
O	O	
O	O	
O	O	
O	O	
B-city	B-condition_description	
I-city	B-current_location	
O	O	
B-city	B-timeRange	


PlayMusic,RateBook	PlayMusic,RateBook
O	O	
B-artist	O	
I-artist	B-year	
O	O	
O	O	
O	O	
O	O	
B-object_name	B-object_name	
I-object_name	I-object_name	
I-object_name	I-object_name	
I-object_name	B-rating_value	
I-object_name	O	
B-rating_value	B-best_rating	
B-rating_unit	B-rating_unit	


BookRestaurant	BookRestaurant
O	O	
O	O	
O	O	
O	O	
O	B-city	
O	O	
B-party_size_number	B-timeRange	
O	I-timeRange	
O	O	
O	O	
B-restaurant_type	B-sort	
O	I-sort	
O	B-cuisine	
B-party_size_number	B-restaurant_type	


GetWeather,PlayMusic	GetWeather,PlayMusic
O	O	
O	O	
O	O	
B-condition_temperature	B-condition_temperature	
O	O	
B-city	B-city	
I-city	B-state	
O	O	
O	O	
O	O	
O	O	
B-artist	B-year	
I-artist	O	


RateBook,SearchCreativeWork,SearchScreeningEvent	RateBook,SearchScreeningEvent
O	O	
O	B-object_name	
B-object_select	I-object_name	
B-object_type	I-object_name	
B-rating_value	B-rating_value	
B-rating_unit	B-rating_unit	
O	O	
O	O	
O	O	
O	O	
B-object_type	O	
O	O	
B-object_type	B-movie_name	


BookRestaurant,PlayMusic	BookRestaurant,SearchCreativeWork
O	O	
O	O	
B-restaurant_type	B-restaurant_type	
B-restaurant_type	B-spatial_relation	
O	O	
B-party_size_number	B-poi	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-object_type	
I-object_type	B-object_name	
O	I-object_name	


RateBook,SearchCreativeWork	RateBook,SearchCreativeWork
O	O	
B-object_select	B-object_select	
B-object_type	B-object_type	
B-rating_value	B-rating_value	
O	O	
B-best_rating	B-best_rating	
B-rating_unit	B-rating_unit	
O	O	
O	O	
O	O	
O	B-object_name	
B-object_type	I-object_name	


PlayMusic,SearchCreativeWork	PlayMusic,SearchCreativeWork
O	O	
O	O	
B-artist	O	
I-artist	B-music_item	
O	O	
B-artist	B-year	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-object_name	
I-object_type	I-object_name	


GetWeather	GetWeather
O	O	
O	O	
O	O	
O	O	
O	O	
B-timeRange	B-condition_description	
I-timeRange	O	
I-timeRange	B-current_location	
O	B-timeRange	
B-city	I-timeRange	
B-city	I-timeRange	
I-city	I-timeRange	


GetWeather,SearchScreeningEvent	SearchScreeningEvent
O	O	
O	O	
O	O	
O	B-movie_name	
O	I-movie_name	
B-movie_name	I-movie_name	
I-movie_name	O	
I-movie_name	O	
O	O	
I-movie_name	B-location_name	
I-movie_name	I-location_name	


PlayMusic	PlayMusic
O	O	
B-artist	O	
I-artist	B-artist	
O	I-artist	
O	O	
O	O	
B-artist	O	
I-artist	O	
O	O	
O	O	
B-service	B-sort	


RateBook	RateBook
O	O	
O	B-object_name	
B-object_name	I-object_name	
I-object_name	I-object_name	
I-object_name	I-object_name	
I-object_name	I-object_name	
I-object_name	I-object_name	
B-rating_value	B-rating_value	
O	O	
B-best_rating	B-best_rating	


AddToPlaylist	AddToPlaylist
O	O	
B-music_item	B-entity_name	
O	I-entity_name	
B-music_item	I-entity_name	
O	O	
B-playlist_owner	B-playlist_owner	
B-playlist	B-playlist	
I-playlist	I-playlist	
I-playlist	I-playlist	
I-playlist	O	


GetWeather	SearchScreeningEvent
O	O	
O	O	
O	O	
B-movie_type	B-location_name	
O	I-location_name	
O	O	
O	O	
B-city	B-movie_name	
B-city	I-movie_name	


PlayMusic	PlayMusic
O	O	
O	O	
O	O	
O	O	
O	O	
B-artist	O	
I-artist	O	
O	O	
B-artist	B-year	


PlayMusic	PlayMusic
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-artist	
I-object_type	I-artist	
B-object_type	B-music_item	
I-object_type	I-music_item	


GetWeather	GetWeather
O	O	
O	O	
O	O	
B-city	B-condition_description	
O	O	
B-city	B-geographic_poi	
I-city	I-geographic_poi	
B-city	I-geographic_poi	


PlayMusic	SearchCreativeWork
O	O	
O	O	
B-artist	B-object_name	
I-artist	I-object_name	
O	I-object_name	
B-artist	I-object_name	
I-artist	I-object_name	
I-artist	B-object_type	


SearchCreativeWork	SearchScreeningEvent
O	O	
O	O	
O	O	
O	O	
O	B-movie_name	
B-object_name	I-movie_name	
I-object_name	I-movie_name	
I-object_name	I-movie_name	


GetWeather	GetWeather
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-city	B-state	


GetWeather	GetWeather
O	O	
O	O	
O	O	
O	O	
O	O	
B-city	B-city	
B-city	B-state	


SearchCreativeWork	SearchCreativeWork
O	O	
O	O	
B-object_type	B-object_type	
I-object_type	I-object_type	
O	B-object_name	
B-object_type	I-object_name	
I-object_type	I-object_name	


PlayMusic	PlayMusic
O	O	
O	O	
B-artist	B-year	
I-artist	B-music_item	


BookRestaurant,GetWeather,RateBook,SearchCreativeWork	BookRestaurant,RateBook,SearchScreeningEvent
O	B-timeRange	
O	I-timeRange	
O	I-timeRange	
O	I-timeRange	
O	B-party_size_description	
O	I-party_size_description	
O	I-party_size_description	
O	I-party_size_description	
O	I-party_size_description	
O	O	
O	O	
O	O	
O	B-cuisine	
O	O	
O	O	
O	O	
B-restaurant_type	B-restaurant_type	
O	O	
B-party_size_number	B-spatial_relation	
O	B-state	
O	O	
B-party_size_number	O	
O	O	
O	O	
O	B-object_name	
O	I-object_name	
O	I-object_name	
O	I-object_name	
O	I-object_name	
O	I-object_name	
O	O	
B-rating_value	B-rating_value	
O	O	
O	O	
B-best_rating	B-best_rating	
B-rating_unit	B-rating_unit	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-movie_name	
I-object_type	I-movie_name	


BookRestaurant,GetWeather	BookRestaurant,GetWeather,SearchScreeningEvent
O	O	
O	O	
O	O	
O	O	
O	O	
B-restaurant_type	B-party_size_number	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-city	B-geographic_poi	
I-city	I-geographic_poi	
I-city	I-geographic_poi	
I-geographic_poi	I-geographic_poi	
I-geographic_poi	I-geographic_poi	
I-geographic_poi	I-geographic_poi	
I-geographic_poi	O	
I-geographic_poi	B-timeRange	
I-geographic_poi	I-timeRange	
I-geographic_poi	I-timeRange	
I-geographic_poi	I-timeRange	
O	O	
O	O	
O	O	
B-object_type	B-object_location_type	
I-object_type	I-object_location_type	
O	O	
O	B-timeRange	
O	O	
B-object_type	B-movie_name	
I-object_type	I-movie_name	
O	I-movie_name	
B-object_name	I-movie_name	


BookRestaurant,PlayMusic,SearchCreativeWork,SearchScreeningEvent	BookRestaurant,PlayMusic,SearchScreeningEvent
O	O	
O	O	
O	O	
O	O	
O	O	
O	B-poi	
O	I-poi	
B-restaurant_type	I-poi	
O	O	
O	B-spatial_relation	
O	O	
O	O	
O	O	
O	O	
O	O	
B-restaurant_type	B-party_size_number	
O	O	
O	O	
B-artist	B-music_item	
I-artist	O	
O	O	
B-artist	B-artist	
I-artist	I-artist	
O	O	
B-artist	B-service	
I-artist	O	
O	O	
B-service	B-sort	
O	O	
O	O	
O	O	
B-object_type	B-object_type	
I-object_type	I-object_type	
O	O	
B-object_type	B-location_name	
I-object_type	I-location_name	
I-object_type	I-location_name	


AddToPlaylist,BookRestaurant,PlayMusic	AddToPlaylist,BookRestaurant,PlayMusic
O	O	
O	O	
O	O	
B-music_item	B-music_item	
O	O	
B-playlist_owner	B-playlist_owner	
O	O	
B-playlist	O	
I-playlist	B-playlist	
I-playlist	I-playlist	
I-playlist	I-playlist	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-restaurant_type	B-restaurant_type	
O	O	
B-restaurant_type	O	
O	B-served_dish	
O	O	
B-restaurant_type	B-country	
I-party_size_description	I-country	
I-party_size_description	I-country	
I-party_size_description	O	
I-party_size_description	B-party_size_number	
I-party_size_description	O	
O	O	
O	O	
O	O	
B-artist	B-music_item	
I-artist	O	
I-artist	B-artist	
I-artist	I-artist	
O	O	
B-artist	B-service	


BookRestaurant	AddToPlaylist,BookRestaurant,RateBook
O	O	
O	O	
O	B-entity_name	
O	I-entity_name	
O	I-entity_name	
O	I-entity_name	
O	O	
O	O	
O	B-playlist_owner	
O	B-playlist	
O	I-playlist	
O	I-playlist	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-restaurant_type	B-party_size_number	
O	O	
O	O	
B-restaurant_type	B-restaurant_type	
O	O	
B-restaurant_type	O	
I-party_size_description	B-served_dish	
I-party_size_description	I-served_dish	
O	O	
O	O	
B-object_select	B-object_select	
B-object_type	B-object_type	
O	O	
O	O	
B-best_rating	B-rating_value	
B-rating_unit	O	


AddToPlaylist,SearchCreativeWork,SearchScreeningEvent	AddToPlaylist,SearchCreativeWork,SearchScreeningEvent
O	O	
O	B-artist	
B-music_item	I-artist	
O	I-artist	
O	O	
B-playlist	B-playlist_owner	
I-playlist	B-playlist	
I-playlist	I-playlist	
I-playlist	O	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-object_type	
I-object_type	I-object_type	
I-object_type	B-object_name	
O	I-object_name	
O	I-object_name	
B-city	I-object_name	
O	O	
O	O	
O	O	
B-object_type	B-object_location_type	
I-object_type	I-object_location_type	
O	O	
O	O	
O	B-movie_name	
O	I-movie_name	
B-object_type	I-movie_name	
I-object_type	I-movie_name	
O	I-movie_name	
B-object_name	I-movie_name	


AddToPlaylist,RateBook,SearchCreativeWork,SearchScreeningEvent	AddToPlaylist,RateBook,SearchCreativeWork
O	O	
O	O	
B-music_item	B-artist	
O	I-artist	
B-playlist	B-music_item	
O	O	
O	O	
B-playlist	B-playlist	
I-playlist	I-playlist	
I-playlist	I-playlist	
I-playlist	I-playlist	
O	O	
O	O	
O	O	
O	O	
B-object_select	B-object_select	
B-object_type	B-object_part_of_series_type	
B-rating_value	B-rating_value	
B-rating_unit	B-rating_unit	
O	O	
O	O	
O	O	
O	O	
O	O	
O	O	
B-object_name	B-object_name	
I-object_name	I-object_name	
I-object_name	I-object_name	
I-object_name	I-object_name	
I-object_name	B-object_type	
I-object_name	I-object_type	


BookRestaurant,GetWeather	BookRestaurant,GetWeather
O	O	
O	O	
O	O	
O	O	
B-restaurant_type	B-party_size_description	
I-party_size_description	I-party_size_description	
I-party_size_description	I-party_size_description	
I-party_size_description	I-party_size_description	
O	O	
B-restaurant_type	B-restaurant_name	
I-party_size_description	I-restaurant_name	
I-party_size_description	I-restaurant_name	
I-party_size_description	O	
I-party_size_description	B-country	
I-party_size_description	I-country	
I-party_size_description	O	
I-party_size_description	O	
I-party_size_description	O	
I-party_size_description	O	
I-party_size_description	O	
I-party_size_description	O	
I-party_size_description	B-condition_description	
I-party_size_description	O	
I-geographic_poi	B-timeRange	
I-geographic_poi	I-timeRange	
O	O	
B-city	B-city	
I-geographic_poi	I-city	
I-geographic_poi	B-country	


BookRestaurant,PlayMusic,RateBook	BookRestaurant,PlayMusic,RateBook
O	O	
O	O	
O	O	
O	O	
O	O	
B-restaurant_type	B-timeRange	
O	I-timeRange	
O	I-timeRange	
O	O	
O	O	
B-restaurant_type	B-restaurant_type	
O	O	
O	O	
B-restaurant_type	B-served_dish	
O	O	
O	O	
O	B-artist	
B-artist	O	
I-artist	B-album	
O	O	
O	O	
O	O	
O	B-object_name	
B-object_select	I-object_name	
B-object_type	I-object_name	
B-rating_value	I-object_name	
O	O	
B-best_rating	B-rating_value	


RateBook,SearchCreativeWork,SearchScreeningEvent	RateBook,SearchCreativeWork,SearchScreeningEvent
O	O	
B-object_select	B-object_select	
B-object_type	B-object_type	
B-rating_value	B-rating_value	
O	O	
B-best_rating	B-best_rating	
B-rating_unit	B-rating_unit	
O	O	
O	O	
O	O	
B-object_type	B-object_type	
I-object_type	B-object_name	
O	I-object_name	
O	I-object_name	
B-object_type	I-object_name	
I-object_type	I-object_name	
O	O	
O	O	
O	O	
O	O	
B-object_type	B-spatial_relation	
I-object_type	B-object_location_type	
O	O	
O	B-movie_name	
B-object_type	I-movie_name	
O	I-movie_name	
O	I-movie_name	
B-location_name	I-movie_name	


AddToPlaylist,GetWeather,RateBook	AddToPlaylist,GetWeather,RateBook
O	O	
B-music_item	B-music_item	
O	O	
B-playlist	B-playlist	
I-playlist	I-playlist	
O	O	
O	O	
O	O	
O	O	
O	B-condition_description	
O	O	
B-condition_temperature	B-geographic_poi	
I-timeRange	I-geographic_poi	
I-timeRange	I-geographic_poi	
I-timeRange	I-geographic_poi	
I-timeRange	I-geographic_poi	
O	O	
O	O	
O	O	
O	B-object_name	
B-object_select	I-object_name	
B-object_type	I-object_name	
O	I-object_name	
O	I-object_name	
O	I-object_name	
B-rating_value	B-rating_value	
O	O	
B-best_rating	B-best_rating	


PlayMusic,RateBook,SearchCreativeWork,SearchScreeningEvent	PlayMusic,RateBook,SearchCreativeWork
O	O	
